256	256	0,024414063
512	512	0,048828125
768	768	0,073242188
1022	1024	0,097465515
1277	1280	0,12178421
1533	1536	0,146198273
1789	1792	0,170612335
2045	2048	0,195026398
2301	2304	0,21944046
2555	2560	0,243663788
2811	2816	0,26807785
3066	3072	0,292396545
3321	3328	0,31671524
3577	3584	0,341129303
3833	3840	0,365543365
4087	4096	0,389766693
4341	4352	0,413990021
4597	4608	0,438404083
4849	4864	0,462436676
5100	5120	0,486373901
5352	5376	0,510406494
5608	5632	0,534820557
5863	5888	0,559139252
6117	6144	0,583362579
6372	6400	0,607681274
6626	6656	0,631904602
6878	6912	0,655937195
7133	7168	0,68025589
7387	7424	0,704479218
7639	7680	0,72851181
7894	7936	0,752830505
8146	8192	0,776863098
8401	8448	0,801181793
8652	8704	0,825119019
8904	8960	0,849151611
9159	9216	0,873470306
9410	9472	0,897407532
9661	9728	0,921344757
9912	9984	0,945281982
10164	10240	0,969314575
10420	10496	0,993728638
10674	10752	1,017951965
10927	11008	1,042079926
11182	11264	1,066398621
11434	11520	1,090431213
11690	11776	1,114845276
11941	12032	1,138782501
12196	12288	1,163101196
12447	12544	1,187038422
12700	12800	1,211166382
12953	13056	1,235294342
13205	13312	1,259326935
13456	13568	1,28326416
13708	13824	1,307296753
13961	14080	1,331424713
14214	14336	1,355552673
14467	14592	1,379680634
14717	14848	1,403522491
14967	15104	1,427364349
15218	15360	1,451301575
15470	15616	1,475334167
15722	15872	1,49936676
15974	16128	1,523399353
16226	16384	1,547431946
16481	16640	1,571750641
16729	16896	1,595401764
16982	17152	1,619529724
17234	17408	1,643562317
17486	17664	1,66759491
17734	17920	1,691246033
17987	18176	1,715373993
18237	18432	1,739215851
18486	18688	1,762962341
18739	18944	1,787090302
18990	19200	1,811027527
19245	19456	1,835346222
19495	19712	1,85918808
19743	19968	1,882839203
19992	20224	1,906585693
20245	20480	1,930713654
20251	20736	1,931285858
20500	20992	1,955032349
20755	21248	1,979351044
21004	21504	2,003097534
21256	21760	2,027130127
21509	22016	2,051258087
21758	22272	2,075004578
22011	22528	2,099132538
22260	22784	2,122879028
22512	23040	2,146911621
22764	23296	2,170944214
23012	23552	2,194595337
23260	23808	2,21824646
23515	24064	2,242565155
23759	24320	2,265834808
24009	24576	2,289676666
24259	24832	2,313518524
24510	25088	2,33745575
24764	25344	2,361679077
25012	25600	2,3853302
25263	25856	2,409267426
25512	26112	2,433013916
25764	26368	2,457046509
26015	26624	2,480983734
26266	26880	2,504920959
26518	27136	2,528953552
26764	27392	2,55241394
27009	27648	2,575778961
27254	27904	2,599143982
27503	28160	2,622890472
27751	28416	2,646541595
27999	28672	2,670192719
28248	28928	2,693939209
28499	29184	2,717876434
28753	29440	2,742099762
29007	29696	2,76632309
29254	29952	2,789878845
29502	30208	2,813529968
29558	30464	2,818870544
29807	30720	2,842617035
30057	30976	2,866458893
30303	31232	2,889919281
30554	31488	2,913856506
30805	31744	2,937793732
31056	32000	2,961730957
31308	32256	2,98576355
31555	32512	3,009319305
31807	32768	3,033351898
32059	33024	3,057384491
32304	33280	3,080749512
32552	33536	3,104400635
32799	33792	3,12795639
33049	34048	3,151798248
33291	34304	3,174877167
33538	34560	3,198432922
33784	34816	3,221893311
34033	35072	3,245639801
34281	35328	3,269290924
34529	35584	3,292942047
34775	35840	3,316402435
35018	36096	3,339576721
35268	36352	3,363418579
35509	36608	3,38640213
35757	36864	3,410053253
36003	37120	3,433513641
36253	37376	3,457355499
36496	37632	3,480529785
36744	37888	3,504180908
36994	38144	3,528022766
37243	38400	3,551769257
37489	38656	3,575229645
